gene_name	gene_claim_name	entrez_id	interaction_claim_source	interaction_types	drug_claim_name	drug_claim_primary_name	drug_name	drug_concept_id	interaction_group_score	PMIDs
CDK1	983	983	GuideToPharmacology	inhibitor	178102578	COMPOUND 52 [PMID: 9677190]				
SLC46A1	113235	113235	GuideToPharmacology		178101283	[3H]FOLIC ACID				
GABRA1	GABA(A) receptor alpha-1	2554	TTD		Butalbital	Butalbital	BUTALBITAL	chembl:CHEMBL454	0.39	
	Human immunodeficiency virus Nucleocapsid p7		TTD		HPH-116	HPH-116				
CDK1	CDK1	983	DTC		ARUNCIN B	ARUNCIN B	ARUNCIN B	chembl:CHEMBL2203686	2.36	22197393
FLT4	P35916	2324	TdgClinicalTrial		ALN-VSP	ALN-VSP				
AR	AR	367	DTC		DIETHYLCARBAMAZINE CITRATE	DIETHYLCARBAMAZINE CITRATE	DIETHYLCARBAMAZINE CITRATE	chembl:CHEMBL937	0.01	
CHRM3	CHRM3	1131	ChemblInteractions	antagonist	CHEMBL1200771	TRIDIHEXETHYL CHLORIDE	TRIDIHEXETHYL CHLORIDE	chembl:CHEMBL1200771	0.32	
CBL	CBL	867	DoCM		DASATINIB	DASATINIB	DASATINIB	chembl:CHEMBL1421	0.29	23696637
PPARA	5465	5465	GuideToPharmacology	agonist	135651417	8S-HETE				
HTT	HTT	3064	DTC		DNDI1417941	DNDI1417941	CHEMBL2095095	chembl:CHEMBL2095095	0.02	
RPS6KA3	6197	6197	GuideToPharmacology	inhibitor	328083460	FMK				
ABCB1	ABCB1	5243	PharmGKB		colchicine	colchicine	COLCHICINE	chembl:CHEMBL107	0.02	25876828
GRIN2C	NMDAR2C	2905	ChemblInteractions	positive modulator	CHEMBL1255840	NEBOGLAMINE	NEBOGLAMINE	chembl:CHEMBL1255840	0.27	
F10	Coagulation factor Xa	2159	TTD		Semuloparin	Semuloparin	SEMULOPARIN	chembl:CHEMBL2108716	2.89	
PLA2G2A	PLA2G2A	5320	NCI		DIPHOSPHONATE	DIPHOSPHONATE				3923787
ESR1	P03372	2099	TdgClinicalTrial		DIETHYLSTILBESTROL	DIETHYLSTILBESTROL	DIETHYLSTILBESTROL	chembl:CHEMBL411	0.15	
ELANE	Neutrophil elastase	1991	TTD		Peptide analog 57	Peptide analog 57				
APOBEC3G	APOBEC3G	60489	DTC		FLUORANTHEN-3-YLAMINE	FLUORANTHEN-3-YLAMINE	CHEMBL103583	chembl:CHEMBL103583	0.14	
SLCO1B1	SLCO1B1	10599	PharmGKB		SN-38	SN-38	7-ETHYL-10-HYDROXYCAMPTOTHECIN	chembl:CHEMBL837	0.09	18221820
CYP2C9	CYP2C9	1559	DTC		GLYBURIDE	GLYBURIDE	GLYBURIDE	chembl:CHEMBL472	0.03	
GCGR	Glucagon receptor	2642	TTD		REMD-477	REMD-477	VOLAGIDEMAB	chembl:CHEMBL4298213	5.3	
ALDH1A1	ALDH1A1	216	DTC		2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE	2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE	2-METHYL-5,7,8-TRIMETHOXYISOFLAVONE	chembl:CHEMBL1559418	0.16	
CTSG	Cathepsin G	1511	TTD		Peptide analog 57	Peptide analog 57				
CD19	B-lymphocyte surface antigen B4	930	TTD		CLIC-1901	CLIC-1901				
SMAD3	SMAD3	4088	DTC		BREFELDIN A	BREFELDIN A	BREFELDIN A	chembl:CHEMBL19980	0.04	
NPY2R	4887	4887	GuideToPharmacology	agonist	135652264	[LEU31,PRO34]NPY (PIG)				
BRAF	673	673	GuideToPharmacology	inhibitor	178102514	REGORAFENIB	REGORAFENIB	chembl:CHEMBL1946170	0.19	
ACE	ACE	1636	PharmGKB		Fibrates	Fibrates				12123487
CYP3A4	CYP3A4	1576	DTC		PROPRANOLOL	PROPRANOLOL	PROPRANOLOL	chembl:CHEMBL27	0.02	22931300
GABRA1	GABA(A) receptor alpha-1	2554	TTD		Zaleplon	Zaleplon	ZALEPLON	chembl:CHEMBL1521	1.64	
BCL2	BCL2	596	NCI		CHEMOSENSITIZER	CHEMOSENSITIZER				15503311
	Adenosine receptor		TTD		NIR178	NIR178				
SCN10A	SCN10A	6336	ChemblInteractions	blocker	CHEMBL2107771	RALFINAMIDE	RALFINAMIDE	chembl:CHEMBL2107771	0.04	
CDK6	CDK6	1021	CancerCommons	inhibitor	LY2835219	LY2835219	ABEMACICLIB	chembl:CHEMBL3301610	1.26	
BDNF	BDNF	627	PharmGKB		olanzapine	olanzapine	OLANZAPINE	chembl:CHEMBL715	0.03	24595507
HPGD	HPGD	3248	DTC		2-ARACHIDONOYLGLYCEROL	2-ARACHIDONOYLGLYCEROL	2-ARACHIDONOYLGLYCEROL	chembl:CHEMBL122972	0.04	
USP1	USP1	7398	DTC		(+)-ALPHA-TOCOPHERYL SUCCINATE	(+)-ALPHA-TOCOPHERYL SUCCINATE	(+)-ALPHA-TOCOPHERYL SUCCINATE	chembl:CHEMBL81421	0.31	
CSF1R	P07333	1436	TEND		SUNITINIB	SUNITINIB	SUNITINIB	chembl:CHEMBL535	0.08	
BRCA1	BRCA1	672	DTC		6-HYDROXYFLAVONE	6-HYDROXYFLAVONE	6-HYDROXYFLAVONE	chembl:CHEMBL138649	0.16	
NPC1	NPC1	4864	DTC		CID 650707	CID 650707	CHEMBL408653	chembl:CHEMBL408653	0.08	
THRB	THRB	7068	DTC		GNF-PF-5114	GNF-PF-5114	CHEMBL601952	chembl:CHEMBL601952	0.07	
TYK2	TYK2 tyrosine kinase	7297	TTD		Bis-aminopyrimidine derivative 1	Bis-aminopyrimidine derivative 1				
CTLA4	1493	1493	GuideToPharmacology	antibody	178103470	IPILIMUMAB	IPILIMUMAB	chembl:CHEMBL1789844	6.37	
CTSL	CTSL1	1514	NCI		HORMONES	HORMONES				16099855
MAP2K7	ERK activator kinase	5609	TTD		PMID28594589-Compound-TABLE3C14	PMID28594589-Compound-TABLE3C14				
GABRA2	GABRA2	2555	ChemblInteractions		CHEMBL1200789	TRICLOFOS SODIUM	TRICLOFOS SODIUM	chembl:CHEMBL1200789	0.05	
TYK2	TYK2 tyrosine kinase	7297	TTD		PF-06826647	PF-06826647				
HSP90AA1	3320	3320	GuideToPharmacology	inhibitor	315661333	BIIB021	BIIB021	chembl:CHEMBL467399	0.47	
NFE2L2	NFE2L2	4780	DTC		BROMAMINIC ACID	BROMAMINIC ACID	BROMAMINIC ACID	chembl:CHEMBL270415	0.08	
NTF3	NTF3	4908	NCI		BETA-INTERFERON	BETA-INTERFERON				8714518
ATP1A1	P05023	476	TdgClinicalTrial		DESLANOSIDE	DESLANOSIDE	DESLANOSIDE	chembl:CHEMBL1614	4.13	
BACE1	Beta-secretase	23621	TTD		verubecestat	verubecestat	VERUBECESTAT	chembl:CHEMBL3301601	3.54	
GMNN	GMNN	51053	DTC		LENPERONE	LENPERONE	LENPERONE	chembl:CHEMBL316004	0.13	
ASIC1	Acid-sensing ion channel 1	41	TTD		Amiloride	Amiloride	AMILORIDE	chembl:CHEMBL945	6.37	
PPARG	Peroxisome proliferator-activated receptor gamma	5468	TTD		Research programme: peroxisome proliferator-activated receptor gamma agonist, Omeros	Research programme: peroxisome proliferator-activated receptor gamma agonist, Omeros				
DNMT3A	DNA [cytosine-5]-methyltransferase 3A	1788	TTD		PMID27376512-Compound-Figure3CM	PMID27376512-Compound-Figure3CM				
RGS4	RGS4	5999	DTC		PYRROLIDINE DITHIOCARBAMATE	PYRROLIDINE DITHIOCARBAMATE	PYRROLIDINE DITHIOCARBAMATE	chembl:CHEMBL399491	0.05	
OPRL1	OOR	4987	ChemblInteractions	antagonist	CHEMBL3545406	LY2940094	LY2940094	chembl:CHEMBL3545406	14.14	
FLT4	2324	2324	GuideToPharmacology	inhibitor	363894215	TAFETINIB	TAFETINIB	chembl:CHEMBL2180602	0.15	
CLK3	CLK3	1198	DTC		HARMINE	HARMINE	HARMINE	chembl:CHEMBL269538	4.24	22998443
TACR2	Substance-K receptor	6865	TTD		Ibodutant	Ibodutant	IBODUTANT	chembl:CHEMBL266125	27.28	
CACNA1I	8911	8911	GuideToPharmacology	blocker	223366053	ML218				
MT-ND3	MTND3	4537	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	chembl:CHEMBL3545320	0.31	
NFE2L2	NFE2L2	4780	DTC		TRIFLUMIZOLE	TRIFLUMIZOLE	TRIFLUMIZOLE	chembl:CHEMBL463781	0.04	
ITGA4	P13612	3676	TdgClinicalTrial		NATALIZUMAB	NATALIZUMAB	NATALIZUMAB	chembl:CHEMBL1201607	31.83	
	Rhinovirus Protease 3C		TTD		Rupintrivir	Rupintrivir	RUPINTRIVIR	chembl:CHEMBL20210		
DNMT1	DNA [cytosine-5]-methyltransferase 1	1786	TTD		PMID27376512-Compound-miR-155-5p	PMID27376512-Compound-miR-155-5p				
	Immunoproteasome complex		TTD		Peptide analog 26	Peptide analog 26				
	Bacterial Fimbrin D-mannose adhesin		TTD		Biaryl mannoside derivative 30	Biaryl mannoside derivative 30				
KCNH2	3757	3757	GuideToPharmacology	activator	223365993	GINSENOSIDE RG3				
VDR	VDR	7421	DTC		CATECHIN	CATECHIN	CATECHIN	chembl:CHEMBL206452	0.02	
EDN1	EDN1	1906	NCI		NORETHISTERONE ACETATE	NORETHISTERONE ACETATE				11915588
NFE2L2	NFE2L2	4780	DTC		DICHLON	DICHLON	DICHLON	chembl:CHEMBL318782	0.03	
NTSR1	NTSR1	4923	DTC		TCMDC-125587	TCMDC-125587	CHEMBL532160	chembl:CHEMBL532160	1.82	
SCN1A	NAC1	6323	ChemblInteractions	blocker	CHEMBL1201729	DRONEDARONE HYDROCHLORIDE	DRONEDARONE HYDROCHLORIDE	chembl:CHEMBL1201729	0.06	
GFER	GFER	2671	DTC		AMSACRINE HYDROCHLORIDE	AMSACRINE HYDROCHLORIDE	AMSACRINE HYDROCHLORIDE	chembl:CHEMBL1256655	0.15	
MAPK8	5599	5599	GuideToPharmacology	inhibitor	363894130	TANZISERTIB	TANZISERTIB	chembl:CHEMBL1950289	1.52	
F2	Coagulation factor IIa	2147	TTD		Pyridoxal Phosphate	Pyridoxal Phosphate				
GRIN3B	GRIN3B	116444	ChemblInteractions	positive modulator	CHEMBL1255840	NEBOGLAMINE	NEBOGLAMINE	chembl:CHEMBL1255840	0.38	
PIK3CD	PIK3CD	5293	ChemblInteractions	inhibitor	CHEMBL3545112	ME-401	ME-401	chembl:CHEMBL3545112	2.05	
RAPGEF4	RAPGEF4	11069	DTC		R(+)-BUTYLINDAZONE	R(+)-BUTYLINDAZONE	CHEMBL1256719	chembl:CHEMBL1256719	0.71	
VAC14	VAC14	55697	PharmGKB		docetaxel	docetaxel	DOCETAXEL	chembl:CHEMBL92	0.81	
OPRM1	4988	4988	GuideToPharmacology	agonist	223365930	LEVORPHANOL	LEVORPHANOL	chembl:CHEMBL592	1.28	
GLS	GLS	2744	DTC		CEPHAPIRIN SODIUM	CEPHAPIRIN SODIUM	CEPHAPIRIN SODIUM	chembl:CHEMBL1201043	0.07	
BLM	BLM	641	DTC		MENADIONE	MENADIONE	MENADIONE	chembl:CHEMBL590	0.02	
ABCA4	ATP-binding cassette transporter A4	24	TTD		StarGen	StarGen				
EGFR	EGFR	1956	PharmGKB		osimertinib	osimertinib	OSIMERTINIB	chembl:CHEMBL3353410	2.43	
KIF6	KIF6	221458	PharmGKB		pravastatin	pravastatin	PRAVASTATIN	chembl:CHEMBL1144	2.27	20403483,18222353,18222355,20215968
MAPT	MAPT	4137	DTC		TETROQUINONE	TETROQUINONE	TETROQUINONE	chembl:CHEMBL1329029	0.02	
GRIA2	P42262	2891	TdgClinicalTrial		PHENOBARBITAL	PHENOBARBITAL	PHENOBARBITAL	chembl:CHEMBL40	0.26	
	Bacterial Penicillin binding protein		TTD		Cefonicid	Cefonicid	CEFONICID	chembl:CHEMBL1601		
TGFBR1	7046	7046	GuideToPharmacology	inhibitor	178102671	TGF-BETA RI INHIBITOR III				
SMAD3	SMAD3	4088	DTC		CLIOXANIDE	CLIOXANIDE	CLIOXANIDE	chembl:CHEMBL236150	0.04	
TRPV1	Transient receptor potential cation channel V1	7442	TTD		PMID25666693-Compound-97	PMID25666693-Compound-97				
AQP1	AQP1	358	NCI		CARBONIC ANHYDRASE INHIBITOR	CARBONIC ANHYDRASE INHIBITOR				14704128
BCL2	P10415	596	TEND		PACLITAXEL	PACLITAXEL	PACLITAXEL	chembl:CHEMBL428647	0.16	
IL17A	CTLA8	3605	ChemblInteractions	inhibitor	CHEMBL1743034	IXEKIZUMAB	IXEKIZUMAB	chembl:CHEMBL1743034	7.96	
GALR2	8811	8811	GuideToPharmacology	agonist	178102720	M242				
JAK3	3718	3718	GuideToPharmacology	inhibitor	381118866	JAK3 INHIBITOR 32				
HPGD	HPGD	3248	DTC		IRIGINOL HEXAACEATATE	IRIGINOL HEXAACEATATE	IRIGINOL HEXAACEATATE	chembl:CHEMBL1440119	0.02	
HPGD	HPGD	3248	DTC		APIGENIN	APIGENIN	APIGENIN	chembl:CHEMBL28	0.01	
CNR1	Cannabinoid receptor 1	1268	TTD		Pyrazole derivative 3	Pyrazole derivative 3				
PIK3C2G	PIK3C2G	5288	MyCancerGenome	inhibitor	PX-866	PX-866	SONOLISIB	chembl:CHEMBL411907	0.27	
DDR2	Discoidin domain-containing receptor 2	4921	TTD		US9156852, 38	US9156852, 38				
EHMT2	EHMT2	10919	DTC		3,4-DICHLOROISOCOUMARIN	3,4-DICHLOROISOCOUMARIN	CHEMBL24983	chembl:CHEMBL24983	0.0	
POLB	POLB	5423	DTC		QUINACRINE DIHYDROCHLORIDE	QUINACRINE DIHYDROCHLORIDE	QUINACRINE DIHYDROCHLORIDE	chembl:CHEMBL554190	0.03	
CCR5	C-C chemokine receptor type 5	1234	TTD		E-913	E-913				
PDGFRB	P09619	5159	TdgClinicalTrial		MOTESANIB	MOTESANIB	MOTESANIB	chembl:CHEMBL572881	0.4	
NR1H2	LXRB	7376	ChemblInteractions	agonist	CHEMBL3545418	BMS-779788	BMS-779788	chembl:CHEMBL3545418	4.55	
NFE2L2	NFE2L2	4780	DTC		DIMETHYL YELLOW	DIMETHYL YELLOW	DIMETHYL YELLOW	chembl:CHEMBL263116	0.02	
PIK3CD	5293	5293	GuideToPharmacology	inhibitor	363894201	TENALISIB	TENALISIB	chembl:CHEMBL4297584	0.26	
SMN1	SMN1	6606	DTC		AG1295	AG1295	AG1295	chembl:CHEMBL7724	0.1	
GLI1	GLI1	2735	DTC		4-METHYLENE-5BETA-HYDROPEROXYOVATODIOLIDE	4-METHYLENE-5BETA-HYDROPEROXYOVATODIOLIDE	CHEMBL471694	chembl:CHEMBL471694	21.22	26178912
SMARCA4	SMARCA4	6597	CIViC		TOZASERTIB	TOZASERTIB	TOZASERTIB	chembl:CHEMBL572878	0.26	28102363
LOH19CR1	LOH19CR1	8378	NCI		CORTICOSTEROIDS	CORTICOSTEROIDS				15795909,2226550,7691333
CTSG	Cathepsin G	1511	TTD		Peptide analog 58	Peptide analog 58				
PTEN	PTEN	5728	JAX-CKB		CCT128930	CCT128930	CHEMBL263664	chembl:CHEMBL263664	0.66	21191045
	Lysine-specific demethylase 4		TTD		2,2-bipyridyl derivative 3	2,2-bipyridyl derivative 3				
FEN1	FEN1	2237	DTC		AG-494	AG-494	CHEMBL56731	chembl:CHEMBL56731	0.02	
ACHE	P22303	43	TEND		PYRIDOSTIGMINE	PYRIDOSTIGMINE	PYRIDOSTIGMINE	chembl:CHEMBL1115	2.22	
GMNN	GMNN	51053	DTC		GEDUNIN	GEDUNIN	GEDUNIN	chembl:CHEMBL465226	0.02	
EGFR	1956	1956	GuideToPharmacology	inhibitor	178102639	PD 174265				
DRD1	DRD1	1812	DTC		DIPYRIDAMOLE	DIPYRIDAMOLE	DIPYRIDAMOLE	chembl:CHEMBL932	0.01	
	Staphylococcus Beta-lactamase		TTD		MK-7655	MK-7655	RELEBACTAM	chembl:CHEMBL3301605		
CES1P1	CES1P1	51716	PharmGKB		clopidogrel	clopidogrel	CLOPIDOGREL	chembl:CHEMBL1771	3.18	24535487
HSPG2	HSPG2	3339	PharmGKB		antipsychotics	antipsychotics				21808285
DRD2	1813	1813	GuideToPharmacology	antagonist	135651024	(+)-SCH-23390				
MAOB	MAOB	4129	DTC		8-[3-(TRIFLUOROMETHYL)PHENOXYMETHYL]CAFFEINE	8-[3-(TRIFLUOROMETHYL)PHENOXYMETHYL]CAFFEINE	CHEMBL2088303	chembl:CHEMBL2088303	1.35	22705191
MAOB	Monoamine oxidase type B	4129	TTD		4-Hydroxy-2,5-dimethyl-3(2H)-furanone	4-Hydroxy-2,5-dimethyl-3(2H)-furanone				
RACGAP1	RACGAP1	29127	DTC		SJ000264145	SJ000264145	CHEMBL590675	chembl:CHEMBL590675	0.91	
MC4R	MC4R	4160	PharmGKB		olanzapine	olanzapine	OLANZAPINE	chembl:CHEMBL715	0.31	22566560,23799528,23920449,27217270,22310352
POLH	POLH	5429	DTC		NSC-228155	NSC-228155	CHEMBL505670	chembl:CHEMBL505670	0.01	
PLK1	PLK1	5347	DTC		DNDI1417221	DNDI1417221	CHEMBL1459280	chembl:CHEMBL1459280	0.06	
OPRD1	4985	4985	GuideToPharmacology	antagonist	135650730	NOR-BINALTORPHIMINE	NORBINALTORPHIMINE	chembl:CHEMBL573214	0.24	
CYP1A2	CYP1A2	1544	DTC		GENTAMICIN	GENTAMICIN	GENTAMICIN	chembl:CHEMBL3039597	0.01	22931300
EZH1	2145	2145	GuideToPharmacology	inhibitor	249565920	GSK343				
GABRA4	GABRA4	2557	ChemblInteractions	agonist	CHEMBL979	MEPROBAMATE	MEPROBAMATE	chembl:CHEMBL979	0.24	
KDM4E	KDM4E	390245	DTC		DOPAMINE	DOPAMINE	DOPAMINE	chembl:CHEMBL59	0.01	
TP53	TP53	7157	NCI		GARLIC	GARLIC	GARLIC	chembl:CHEMBL2108463	0.03	16351512
TH	TH	7054	NCI		INDOMETHACIN	INDOMETHACIN	INDOMETHACIN	chembl:CHEMBL6	0.24	12646303
CACNA1B	CACNA1B	774	DTC		TCMDC-125221	TCMDC-125221	CHEMBL546649	chembl:CHEMBL546649	0.45	
MTOR	FRAP	2475	ChemblInteractions	inhibitor	CHEMBL3545322	Panulisib	PANULISIB	chembl:CHEMBL3545322	0.08	
SCN5A	SCN5A	6331	ChemblInteractions	blocker	CHEMBL1201754	RUFINAMIDE	RUFINAMIDE	chembl:CHEMBL1201754	0.07	
SCN9A	NENA	6335	ChemblInteractions	blocker	CHEMBL1200478	DYCLONINE HYDROCHLORIDE	DYCLONINE HYDROCHLORIDE	chembl:CHEMBL1200478	0.06	
HCRTR1	Orexin receptor type 1	3061	TTD		1,2-diamino cyclopentane-based derivative 4	1,2-diamino cyclopentane-based derivative 4				
PRKDC	PRKDC	5591	DTC		KU-0060648	KU-0060648	CHEMBL1086377	chembl:CHEMBL1086377	5.3	23855836
HRH1	P35367	3269	TdgClinicalTrial		PROMETHAZINE	PROMETHAZINE	PROMETHAZINE	chembl:CHEMBL643	0.3	
PIK3CA	PIK3CA	5290	NCI		PKC412	PKC412	MIDOSTAURIN	chembl:CHEMBL608533	0.03	11719451
GABRB3	GABRB3	2562	ChemblInteractions		CHEMBL1257	ENFLURANE	ENFLURANE	chembl:CHEMBL1257	0.03	
TNFSF13B	BAFF	10673	ChemblInteractions	inhibitor	CHEMBL1743075	TABALUMAB	TABALUMAB	chembl:CHEMBL1743075	25.46	
PIK3CA	PIK3CA	5290	ChemblInteractions	inhibitor	CHEMBL3545052	CUDC-907	FIMEPINOSTAT	chembl:CHEMBL3622533	0.12	
TRH	TRH	7200	NCI		6-AMINONICOTINAMIDE	6-AMINONICOTINAMIDE	6-AMINONICOTINAMIDE	chembl:CHEMBL1324108	10.61	6240361
CHRNA2	Q15822	1135	TEND		TUBOCURARINE	TUBOCURARINE	TUBOCURARINE	chembl:CHEMBL339427	6.37	
GRK5	GRK5	2869	DTC		DNDI1417467	DNDI1417467	CHEMBL1997335	chembl:CHEMBL1997335	0.14	
DYRK1A	1859	1859	GuideToPharmacology	inhibitor	404859136	COMPOUND 2-2C [PMID: 32003560]				
APP	Amyloid beta A4 protein	351	TTD		FRM-0962	FRM-0962				
FLT4	P35916	2324	TdgClinicalTrial		CEDIRANIB	CEDIRANIB	CEDIRANIB	chembl:CHEMBL491473	0.09	
JAK1	3716	3716	GuideToPharmacology	inhibitor	223366170	ILGINATINIB	NS-018	chembl:CHEMBL3545217	0.53	
ITGB1	P05556	3688	TdgClinicalTrial		JSM 6427	JSM 6427				
MARK2	MARK2	2011	NCI		TYROSINE KINASE INHIBITORS	TYROSINE KINASE INHIBITORS				15811957
GABRA1	P14867	2554	TEND		SEVOFLURANE	SEVOFLURANE	SEVOFLURANE	chembl:CHEMBL1200694	0.12	
CYP2D6	CYP2D6	1565	DTC		MONTELUKAST	MONTELUKAST	MONTELUKAST	chembl:CHEMBL787	0.01	22931300
NUP50	NUP50	10762	PharmGKB		teniposide	teniposide	TENIPOSIDE	chembl:CHEMBL452231	15.91	24444404
SLC5A1	P13866	6523	TdgClinicalTrial		GLUFOSFAMIDE	GLUFOSFAMIDE	GLUFOSFAMIDE	chembl:CHEMBL2107143	0.61	
AURKB	AURKB	9212	DTC		AR-A014418	AR-A014418	CHEMBL259850	chembl:CHEMBL259850	0.18	
CYP2D6	CYP2D6	1565	DTC		PIPENZOLATE	PIPENZOLATE	PIPENZOLATE	chembl:CHEMBL1619528	0.11	
JAK2	3717	3717	GuideToPharmacology	inhibitor	223366123	BARICITINIB	BARICITINIB	chembl:CHEMBL2105759	0.54	
SLC6A5	9152	9152	GuideToPharmacology	inhibitor	178101476	ALX 1405				
HDAC5	HDAC5	10014	TALC	inhibitor	PIVANEX	PIVANEX	AN-9	chembl:CHEMBL100014	0.19	
DRD4	P21917	1815	TdgClinicalTrial		PROMAZINE	PROMAZINE	PROMAZINE	chembl:CHEMBL564	0.22	
CYP2D6	CYP2D6	1565	DTC		RACLOPRIDE	RACLOPRIDE	RACLOPRIDE	chembl:CHEMBL8809	0.02	
UGCG	UGCG	7357	ChemblInteractions	inhibitor	CHEMBL1029	MIGLUSTAT	MIGLUSTAT	chembl:CHEMBL1029	119.35	
GNAS	GNAS	2778	DTC		GNF-PF-910	GNF-PF-910	CHEMBL585408	chembl:CHEMBL585408	0.88	
NFKB1	NFKB1	4790	DTC		INDOPROFEN	INDOPROFEN	INDOPROFEN	chembl:CHEMBL15870	0.07	
ATP1B2	ATP1B2	482	ChemblInteractions	inhibitor	CHEMBL1614	DESLANOSIDE	DESLANOSIDE	chembl:CHEMBL1614	1.77	
NDUFS1	NDUFS1	4719	ChemblInteractions	inhibitor	CHEMBL3545320	ME-344	ME-344	chembl:CHEMBL3545320	0.42	
LPL	LPL	4023	NCI		L-ASPARAGINASE	L-ASPARAGINASE	ASPARAGINASE	chembl:CHEMBL2108989	0.47	9264396
HSP90AA1	HSP90AA1	3320	DTC		GNF-PF-3257	GNF-PF-3257	CHEMBL601768	chembl:CHEMBL601768	0.16	
NR3C1	Glucocorticoid receptor	2908	TTD		Deflazacort	Deflazacort	DEFLAZACORT	chembl:CHEMBL1201891	0.73	
DRD2	Dopamine D2 receptor	1813	TTD		Methamphetamine	Methamphetamine	METHAMPHETAMINE	chembl:CHEMBL1201201	0.01	
CDK1	983	983	GuideToPharmacology	inhibitor	178102597	GSK-3 INHIBITOR IX				
GABRA3	GABRA3	2556	ChemblInteractions	positive modulator	CHEMBL970	HALAZEPAM	HALAZEPAM	chembl:CHEMBL970	0.19	
SETD2	Hypoxia-inducible factor 1	29072	TTD		PMID26882240-Compound-2	PMID26882240-Compound-2				
TPH2	NTPH	121278	ChemblInteractions	inhibitor	CHEMBL2103855	TELOTRISTAT	TELOTRISTAT	chembl:CHEMBL2103855	3.98	
PGR	Progesterone receptor	5241	TTD		PF-2413873	PF-2413873				
MCHR1	Melanin-concentrating hormone receptor 1	2847	TTD		PMID25522065-Compound-38	PMID25522065-Compound-38				
BAZ2B	BAZ2B	29994	DTC		TDR78834	TDR78834	CHEMBL1507526	chembl:CHEMBL1507526	0.06	
AR	AR	367	DTC		CETALKONIUM CHLORIDE	CETALKONIUM CHLORIDE	CETALKONIUM CHLORIDE	chembl:CHEMBL1644450	0.07	
PDGFRA	PDGFR2	5156	ChemblInteractions	inhibitor	CHEMBL1230609	FORETINIB	FORETINIB	chembl:CHEMBL1230609	0.08	
CYP2C9	CYP2C9	1559	DTC		ETHAVERINE	ETHAVERINE	ETHAVERINE	chembl:CHEMBL1555736	0.08	
ATXN2	ATXN2	6311	DTC		CUCURBITACIN B	CUCURBITACIN B	CUCURBITACIN B	chembl:CHEMBL507237	0.04	
ICA1	ICA1	3382	PharmGKB		tramadol	tramadol	TRAMADOL	chembl:CHEMBL1237044	7.07	30971809
GRIN3A	KIAA1973	116443	ChemblInteractions	antagonist	CHEMBL1200395	ORPHENADRINE CITRATE	ORPHENADRINE CITRATE	chembl:CHEMBL1200395	0.1	
CDK4	1019	1019	GuideToPharmacology	inhibitor	178102334	R547				
AR	AR	367	CIViC		NILUTAMIDE	NILUTAMIDE	NILUTAMIDE	chembl:CHEMBL1274	0.16	26000489
CDK1	CDK1	983	DTC		SNS-314	SNS-314	SNS-314	chembl:CHEMBL482767	0.03	
SLC5A7	SLC5A7	60482	DTC		IB-MECA	IB-MECA	IB-MECA	chembl:CHEMBL119709	0.73	
CYP2C19	CYP2C19	1557	DTC		QUINIDINE	QUINIDINE	QUINIDINE	chembl:CHEMBL1294	0.01	19117415
NTRK1	P04629	4914	TdgClinicalTrial		ENMD-2076	ENMD-2076	ENMD-2076	chembl:CHEMBL482968	0.05	
BTK	695	695	GuideToPharmacology	inhibitor	336446903	CHMFL-BTK-11				
EZH2	Enhancer of zeste homolog 2	2146	TTD		PMID28394193-Compound-Figure5aVIII	PMID28394193-Compound-Figure5aVIII				
TNF	TNF	7124	NCI		IMMUNOSTIMULANT	IMMUNOSTIMULANT				10483872
TRPM8	79054	79054	GuideToPharmacology	blocker	178100954	AMTB				
GABRP	O00591	2568	TEND		HALAZEPAM	HALAZEPAM	HALAZEPAM	chembl:CHEMBL970	0.26	
CYP2C8	CYP2C8	1558	PharmGKB		clopidogrel	clopidogrel	CLOPIDOGREL	chembl:CHEMBL1771	0.24	24971633
CYP2C9	CYP2C9	1559	DTC		NSC-348401	NSC-348401	CHEMBL515505	chembl:CHEMBL515505	0.01	
SLC5A7	60482	60482	GuideToPharmacology		178101221	[3H]HEMICHOLINIUM-3				
CYP2C19	CYP2C19	1557	PharmGKB		Proton pump inhibitors	Proton pump inhibitors				16772608,15258107,25303292,8195181,8148870,15199661,21412232
HRH1	Histamine H1 receptor	3269	TTD		Levocetirizine dihydrochloride	Levocetirizine dihydrochloride				
CHRM3	P20309	1131	TEND		DARIFENACIN	DARIFENACIN	DARIFENACIN	chembl:CHEMBL1346	0.85	
DNMT1	DNA [cytosine-5]-methyltransferase 1	1786	TTD		PMID27376512-Compound-asCEBP-2HPE	PMID27376512-Compound-asCEBP-2HPE				
GPR32	2854	2854	GuideToPharmacology	agonist	178102196	RVD1-ME				
HTR2B	P41595	3357	TEND		TRIFLUPROMAZINE	TRIFLUPROMAZINE	TRIFLUPROMAZINE	chembl:CHEMBL570	0.82	
GRIN1	NMDAR1	2902	ChemblInteractions	antagonist	CHEMBL3707400	Indantadol	INDANTADOL	chembl:CHEMBL3707400	0.33	
PIK3CA	PIK3CA	5290	JAX-CKB		P7170	P7170	PANULISIB	chembl:CHEMBL3545322	0.14	25700704
HIF1A	HIF1A	3091	DTC		EMETINE	EMETINE	EMETINE	chembl:CHEMBL50588	0.19	15974627
